id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes
440,human,sports,"after trying several approaches related to sports, i noticed users report a mixed set of outcomes.",98,16,3.45,0.82,author_19,2023-05-02 06:42:14,0.111,personal_tone
53,ai,food,this article discusses food and highlights that the results are promising but preliminary.,90,13,4.38,0.25,bloomz-7b,2024-11-15 13:47:54,0.05,personal_tone
263,human,sports,"after trying several approaches related to sports, i noticed the results are promising but preliminary. community feedback will shape future developments.",154,21,4.96,0.57,author_63,2024-01-03 17:27:53,0.191,personal_tone
254,ai,food,this article discusses food and highlights that the community response has been overwhelmingly positive.,104,14,4.09,-0.01,gpt-5-base,2024-08-29 20:40:25,0.009,personal_tone
458,human,entertainment,my personal opinion on entertainment is that adoption increases with better education.,86,12,2.41,0.26,author_79,2024-09-30 12:53:00,0.324,personal_tone
260,human,lifestyle,my personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary,124,18,4.66,0.07,author_43,2023-05-12 03:20:55,0.317,personal_tone
370,ai,education,research-style summary on education suggests it can be optimized with simple heuristics.,88,12,3.43,0.23,bloomz-7b,2023-09-17 11:09:53,0.087,personal_tone
322,human,health,"after trying several approaches related to health, i noticed adoption increases with better education.",102,14,3.47,0.38,author_7,2024-04-12 12:24:36,0.127,personal_tone
184,human,technology,"after trying several approaches related to technology, i noticed users report a mixed set of outcomes.",102,16,4.71,0.26,author_42,2024-08-14 21:46:10,0.27,personal_tone
152,ai,lifestyle,the following summary on lifestyle shows it can be optimized with simple heuristics.,84,13,4.53,0.8,gpt-5-base,2025-01-08 11:23:08,0.028,personal_tone
191,ai,entertainment,analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,97,13,4.71,0.1,llama-3-small,2025-04-02 17:05:37,0.114,personal_tone
75,human,food,"in my experience, food often leads to the community response has been overwhelmingly positive.",94,14,4.37,0.87,author_76,2024-05-22 01:20:52,0.044,personal_tone
349,ai,science,analysis indicates that science is associated with there are trade-offs to consider.,84,12,2.99,0.27,gpt-5-base,2025-09-01 12:02:45,0.054,personal_tone
244,human,travel,"as someone who follows travel, i believe it can be optimized with simple heuristics. i would love to hear others' thoughts on this.",131,23,1.91,0.32,author_85,2023-02-26 11:15:39,0.233,personal_tone
88,human,travel,i recently experienced travel in my day-to-day life and found that privacy concerns remain a top challenge.,107,17,3.85,0.28,author_14,2025-04-22 23:14:55,0.329,personal_tone
240,human,sports,i recently experienced sports in my day-to-day life and found that it requires more data for conclusive evidence.,113,18,2.34,-0.02,author_10,2023-09-04 18:11:21,0.223,personal_tone
144,ai,science,analysis indicates that science is associated with adoption increases with better education.,92,12,2.82,0.73,bloomz-7b,2023-03-09 11:15:39,0.06,personal_tone
419,ai,entertainment,this article discusses entertainment and highlights that it can be optimized with simple heuristics. further investigation is warranted.,136,18,3.76,0.39,llama-3-small,2024-06-30 21:50:32,0.066,personal_tone
267,human,lifestyle,"in my experience, lifestyle often leads to the results are promising but preliminary.",85,13,1.63,-0.52,author_62,2024-09-08 07:57:59,0.007,personal_tone
289,human,travel,my personal opinion on travel is that the community response has been overwhelmingly positive.,94,14,3.76,-0.32,author_98,2023-08-05 14:49:28,0.259,personal_tone
137,ai,food,this article discusses food and highlights that there are trade-offs to consider.,81,12,3.61,0.48,gpt-4o-mini,2023-06-20 16:09:43,0.053,personal_tone
84,human,lifestyle,"as someone who follows lifestyle, i believe costs can vary greatly depending on implementation.",95,14,3.87,0.48,author_81,2024-11-06 04:58:47,0.22,personal_tone
444,human,education,"in my experience, education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary",165,24,4.1,0.88,author_57,2025-02-14 07:26:52,0.023,personal_tone
156,ai,lifestyle,this article discusses lifestyle and highlights that adoption increases with better education. i would love to hear others' thoughts on this.,141,21,4.49,-0.09,gpt-5-base,2025-08-19 13:18:40,0.113,personal_tone
357,human,entertainment,i recently experienced entertainment in my day-to-day life and found that the results are promising but preliminary.,116,17,3.84,0.18,author_59,2025-03-21 13:09:09,0.136,personal_tone
382,human,education,"as someone who follows education, i believe it requires more data for conclusive evidence. further investigation is warranted.",126,18,2.75,0.57,author_85,2023-05-03 02:51:27,0.237,personal_tone
280,ai,finance,a concise overview of finance: costs can vary greatly depending on implementation.,82,12,3.16,0.1,gpt-5-base,2023-08-20 09:46:40,0.085,personal_tone
127,human,sports,"as someone who follows sports, i believe there are trade-offs to consider.",74,12,4.76,0.02,author_50,2024-02-10 18:16:39,0.131,personal_tone
196,ai,entertainment,this article discusses entertainment and highlights that it improves efficiency significantly.,94,11,2.54,0.48,bloomz-7b,2024-07-02 10:26:16,0.003,personal_tone
266,ai,finance,the following summary on finance shows users report a mixed set of outcomes.,76,13,4.24,0.77,claude-2,2023-01-29 12:48:15,0.142,personal_tone
488,human,entertainment,"after trying several approaches related to entertainment, i noticed there are trade-offs to consider.",101,14,1.68,-0.08,author_66,2025-03-08 00:23:33,0.164,personal_tone
105,human,technology,"after trying several approaches related to technology, i noticed there are trade-offs to consider. implementation details matter a lot here.",140,20,2.05,-0.13,author_7,2023-11-29 20:39:55,0.209,personal_tone
154,human,technology,"in my experience, technology often leads to it requires more data for conclusive evidence.",90,14,3.85,-0.17,author_34,2023-01-09 03:54:49,0.151,personal_tone
283,human,health,"as someone who follows health, i believe the community response has been overwhelmingly positive.",97,14,2.24,-0.31,author_88,2023-02-13 15:24:52,0.027,personal_tone
392,ai,entertainment,the following summary on entertainment shows users report a mixed set of outcomes.,82,13,3.55,0.32,llama-3-small,2024-02-19 02:35:51,0.012,personal_tone
227,human,education,my personal opinion on education is that adoption increases with better education.,82,12,3.0,0.32,author_8,2025-03-14 07:31:22,0.285,personal_tone
368,ai,entertainment,this article discusses entertainment and highlights that the results are promising but preliminary.,99,13,3.52,-0.32,gpt-4o-mini,2024-12-27 00:15:32,0.087,personal_tone
26,ai,travel,this article discusses travel and highlights that it improves efficiency significantly.,87,11,2.61,-0.1,gpt-5-base,2023-05-14 23:11:47,0.147,personal_tone
197,human,health,"after trying several approaches related to health, i noticed there are trade-offs to consider. further investigation is warranted.",130,18,2.38,-0.07,author_52,2025-03-25 14:27:02,0.028,personal_tone
65,ai,entertainment,a concise overview of entertainment: there are trade-offs to consider.,70,10,4.86,0.15,gpt-4o-mini,2024-05-20 15:56:17,0.012,personal_tone
16,ai,sports,this article discusses sports and highlights that the results are promising but preliminary. implementation details matter a lot here.,134,19,3.53,0.7,gpt-4o-mini,2023-02-25 23:47:29,0.148,personal_tone
298,human,technology,my personal opinion on technology is that the community response has been overwhelmingly positive.,98,14,2.86,-0.55,author_44,2024-12-26 20:49:38,0.286,personal_tone
372,human,finance,i recently experienced finance in my day-to-day life and found that it can be optimized with simple heuristics.,111,18,3.15,0.3,author_48,2023-04-01 02:19:59,0.092,personal_tone
110,ai,technology,this article discusses technology and highlights that the community response has been overwhelmingly positive.,110,14,3.93,0.46,gpt-4o-mini,2024-03-03 10:32:27,0.017,personal_tone
337,ai,technology,a concise overview of technology: costs can vary greatly depending on implementation.,85,12,2.88,-0.12,llama-3-small,2023-02-22 22:46:08,0.092,personal_tone
309,human,science,"in my experience, science often leads to it requires more data for conclusive evidence.",87,14,3.9,-0.59,author_35,2024-03-06 03:40:35,0.232,personal_tone
27,ai,science,research-style summary on science suggests it can be optimized with simple heuristics. i would love to hear others' thoughts on this.,133,21,4.23,-0.38,gpt-5-base,2023-02-06 13:26:33,0.087,personal_tone
77,ai,lifestyle,this article discusses lifestyle and highlights that it can be optimized with simple heuristics.,96,14,4.65,-0.03,bloomz-7b,2023-11-21 22:49:15,0.108,personal_tone
44,human,lifestyle,"in my experience, lifestyle often leads to it can be optimized with simple heuristics. this could change as new data becomes available.",135,22,2.86,0.74,author_95,2025-05-05 15:15:21,0.188,personal_tone
281,human,health,"after trying several approaches related to health, i noticed costs can vary greatly depending on implementation.",112,16,2.3,-0.51,author_69,2024-02-01 19:01:35,0.147,personal_tone
4,human,sports,"after trying several approaches related to sports, i noticed there are trade-offs to consider.",94,14,4.6,-0.06,author_30,2023-07-16 02:31:56,0.016,personal_tone
460,human,education,"in my experience, education often leads to adoption increases with better education.",84,12,3.46,0.36,author_37,2023-01-12 23:19:27,0.07,personal_tone
50,ai,sports,this article discusses sports and highlights that the results are promising but preliminary.,92,13,3.11,0.45,claude-2,2023-11-05 21:51:37,0.121,personal_tone
388,human,finance,"in my experience, finance often leads to users report a mixed set of outcomes.",78,14,3.25,0.89,author_93,2025-05-19 22:57:40,0.181,personal_tone
487,ai,health,research-style summary on health suggests users report a mixed set of outcomes.,79,12,4.45,0.1,gpt-4o-mini,2023-03-22 19:03:17,0.133,personal_tone
31,ai,travel,the following summary on travel shows the results are promising but preliminary. further investigation is warranted.,116,16,3.2,-0.5,claude-2,2025-03-02 10:09:45,0.053,personal_tone
122,human,education,"as someone who follows education, i believe users report a mixed set of outcomes. i would love to hear others' thoughts on this.",128,23,3.39,0.51,author_99,2024-06-23 01:22:27,0.232,personal_tone
432,human,travel,my personal opinion on travel is that it improves efficiency significantly. the community response has been overwhelmingly positive it improves efficiency significantly,168,22,2.66,0.51,author_97,2023-08-05 07:25:12,0.191,personal_tone
116,ai,entertainment,research-style summary on entertainment suggests adoption increases with better education.,90,10,2.6,0.76,claude-2,2024-08-08 23:43:57,0.028,personal_tone
466,ai,education,a concise overview of education: costs can vary greatly depending on implementation.,84,12,3.81,-0.34,gpt-4o-mini,2024-01-19 01:21:41,0.117,personal_tone
265,ai,lifestyle,the following summary on lifestyle shows the results are promising but preliminary. further investigation is warranted.,119,16,4.54,0.78,bloomz-7b,2023-02-27 07:59:18,0.086,personal_tone
210,ai,food,a concise overview of food: users report a mixed set of outcomes.,65,12,4.24,0.14,llama-3-small,2024-08-12 08:49:35,0.049,personal_tone
317,human,finance,"in my experience, finance often leads to the community response has been overwhelmingly positive. implementation details matter a lot here.",139,20,1.72,0.38,author_74,2023-01-13 19:06:28,0.269,personal_tone
385,ai,food,this article discusses food and highlights that it improves efficiency significantly.,85,11,2.75,-0.06,llama-3-small,2025-06-01 09:27:19,0.028,personal_tone
2,human,science,i recently experienced science in my day-to-day life and found that adoption increases with better education.,109,16,3.95,0.03,author_1,2024-04-04 21:27:16,0.097,personal_tone
314,human,technology,"as someone who follows technology, i believe it improves efficiency significantly.",82,11,2.75,0.06,author_12,2024-09-28 09:46:07,0.307,personal_tone
23,ai,entertainment,this article discusses entertainment and highlights that costs can vary greatly depending on implementation. community feedback will shape future developments.,159,20,4.99,-0.49,llama-3-small,2023-08-07 18:25:07,0.04,personal_tone
318,human,food,"after trying several approaches related to food, i noticed privacy concerns remain a top challenge.",99,15,3.01,0.49,author_83,2024-05-08 12:35:18,0.232,personal_tone
320,human,food,i recently experienced food in my day-to-day life and found that it requires more data for conclusive evidence.,111,18,2.83,0.63,author_74,2023-03-22 16:42:54,0.155,personal_tone
8,ai,lifestyle,research-style summary on lifestyle suggests it can be optimized with simple heuristics.,88,12,4.99,0.16,gpt-5-base,2023-04-04 01:42:55,0.129,personal_tone
142,ai,education,the following summary on education shows there are trade-offs to consider.,74,11,4.75,0.07,gpt-4o-mini,2023-03-31 11:38:09,0.1,personal_tone
87,human,entertainment,"as someone who follows entertainment, i believe there are trade-offs to consider.",81,12,3.87,0.41,author_51,2024-02-11 20:17:28,0.128,personal_tone
353,human,travel,i recently experienced travel in my day-to-day life and found that there are trade-offs to consider.,100,16,3.71,0.62,author_28,2024-08-15 14:45:01,0.269,personal_tone
216,human,health,my personal opinion on health is that users report a mixed set of outcomes.,75,14,2.22,0.12,author_90,2024-05-02 03:33:15,0.153,personal_tone
69,human,entertainment,my personal opinion on entertainment is that there are trade-offs to consider. privacy concerns remain a top challenge it improves efficiency significantly,155,22,3.8,0.21,author_47,2024-02-28 01:58:24,0.066,personal_tone
399,ai,travel,research-style summary on travel suggests the community response has been overwhelmingly positive. implementation details matter a lot here.,140,18,3.69,-0.59,gpt-4o-mini,2024-03-16 10:39:53,0.09,personal_tone
414,ai,education,a concise overview of education: privacy concerns remain a top challenge.,73,11,3.21,0.01,gpt-4o-mini,2023-11-26 04:01:18,0.014,personal_tone
157,ai,science,this article discusses science and highlights that it improves efficiency significantly. this could change as new data becomes available.,137,19,3.8,-0.38,claude-2,2025-07-03 18:46:08,0.021,personal_tone
253,ai,health,research-style summary on health suggests the results are promising but preliminary.,84,11,4.9,0.86,gpt-5-base,2023-05-26 10:11:17,0.014,personal_tone
403,human,finance,my personal opinion on finance is that there are trade-offs to consider.,72,12,4.04,-0.25,author_44,2023-06-04 00:32:10,0.173,personal_tone
358,human,technology,i recently experienced technology in my day-to-day life and found that costs can vary greatly depending on implementation.,122,18,4.4,0.65,author_23,2023-09-27 21:04:02,0.191,personal_tone
255,human,travel,my personal opinion on travel is that it requires more data for conclusive evidence.,84,14,4.41,-0.11,author_26,2024-04-08 09:54:05,0.082,personal_tone
277,ai,education,a concise overview of education: the results are promising but preliminary.,75,11,4.32,-0.2,gpt-4o-mini,2023-10-16 10:49:40,0.036,personal_tone
282,ai,lifestyle,a concise overview of lifestyle: the results are promising but preliminary.,75,11,4.63,-0.55,claude-2,2024-08-07 18:49:00,0.12,personal_tone
391,human,lifestyle,"after trying several approaches related to lifestyle, i noticed adoption increases with better education. this could change as new data becomes available.",154,22,3.86,0.13,author_49,2025-01-24 16:16:20,0.311,personal_tone
238,ai,education,this article discusses education and highlights that there are trade-offs to consider. i would love to hear others' thoughts on this.,133,21,3.46,0.84,gpt-4o-mini,2023-11-19 05:05:27,0.037,personal_tone
72,ai,entertainment,the following summary on entertainment shows the community response has been overwhelmingly positive. adoption increases with better education,142,18,3.77,0.72,bloomz-7b,2025-06-03 02:32:30,0.041,personal_tone
461,ai,health,analysis indicates that health is associated with it requires more data for conclusive evidence.,96,14,2.52,0.43,claude-2,2023-12-16 14:25:10,0.109,personal_tone
130,human,travel,i recently experienced travel in my day-to-day life and found that there are trade-offs to consider. community feedback will shape future developments.,151,22,1.89,0.76,author_66,2024-09-03 19:31:01,0.006,personal_tone
145,ai,sports,this article discusses sports and highlights that adoption increases with better education. this could change as new data becomes available.,140,20,3.62,0.42,claude-2,2023-12-19 04:40:21,0.132,personal_tone
449,human,sports,my personal opinion on sports is that it can be optimized with simple heuristics.,81,14,3.57,0.47,author_42,2023-07-26 16:33:16,0.032,personal_tone
336,human,travel,"as someone who follows travel, i believe the community response has been overwhelmingly positive. privacy concerns remain a top challenge",137,20,1.92,-0.54,author_21,2023-10-13 20:15:54,0.092,personal_tone
134,human,finance,"in my experience, finance often leads to there are trade-offs to consider. further investigation is warranted. it improves efficiency significantly",147,20,2.6,-0.13,author_5,2024-02-12 19:46:16,0.166,personal_tone
204,ai,health,analysis indicates that health is associated with adoption increases with better education.,91,12,2.71,-0.37,bloomz-7b,2024-12-29 23:04:46,0.023,personal_tone
394,ai,sports,the following summary on sports shows users report a mixed set of outcomes. it requires more data for conclusive evidence,121,20,4.85,0.45,gpt-4o-mini,2023-03-23 07:40:00,0.025,personal_tone
256,human,lifestyle,"as someone who follows lifestyle, i believe there are trade-offs to consider. implementation details matter a lot here.",119,18,2.92,0.2,author_60,2025-09-14 07:33:35,0.158,personal_tone
73,ai,science,this article discusses science and highlights that it requires more data for conclusive evidence.,97,14,3.97,0.9,bloomz-7b,2024-05-16 05:24:36,0.067,personal_tone
397,ai,science,the following summary on science shows the community response has been overwhelmingly positive.,95,13,2.94,0.3,bloomz-7b,2024-10-08 23:09:02,0.132,personal_tone
236,human,entertainment,"as someone who follows entertainment, i believe there are trade-offs to consider.",81,12,1.86,-0.13,author_100,2025-06-21 10:53:43,0.048,personal_tone
38,human,finance,i recently experienced finance in my day-to-day life and found that it improves efficiency significantly. implementation details matter a lot here.,147,21,4.19,0.08,author_92,2025-06-26 22:55:44,0.201,personal_tone
